pl_name,pl_rade,pl_masse,pl_dens,pl_insol,st_teff,pl_orbeccen,pl_eqt,ESI_equal,ESI_sm,CDHS,mass_est,SEPHI_simple,recon_error,latent_dist,VAE_anomaly
Kepler-1055 b,1.23,,1.0925589836660616,647.256,5723.0,0.0,1304.0,0.0,0.0,0.0,8.51625851203296,0.0,0.7270492,0.24743843132987725,0.009860880904046136
Kepler-806 b,1.14,,1.043557168784029,413.603,5770.0,0.0,1089.0,0.0,0.0,0.0,6.476187426891155,0.0,0.69961196,0.2533296578977394,0.009855579138671937
Kepler-298 c,1.93,,0.6079854809437387,8.696,4465.0,0.0,416.0,0.0,0.0,0.0,18.30854131939945,1.2558512313061014e-78,0.39970374,0.3198435488414044,0.009849857098098946
Kepler-783 c,2.33153725,,0.4754990925589837,113.3,5411.49,0.0,840.0,0.0,0.0,0.0,25.244418829708586,0.0,0.13635397,0.3783074845202012,0.009846262511907188
Kepler-400 b,1.65,,0.7459165154264974,183.39,5886.0,0.0,939.0,0.0,0.0,0.0,14.03558972895801,0.0,0.36734638,0.326796523645463,0.009843735418266629
HD 145934 b,13.4,658.540459304,0.2722323049001815,0.9461,4823.75,0.078,276.92,0.4504652233767405,0.5170300697783878,0.06031281722496797,2743.738167031948,0.9999999963786954,0.82919884,0.2236907691623184,0.009835888042944352
TOI-178 c,1.754,4.64,0.8705709618874774,97.6159,4316.0,0.00032,873.0,0.21323354611298803,0.006219179285395497,0.046748944809526835,19.678027060208557,0.0,0.50296974,0.29626147484556076,0.00983507161334168
Kepler-266 b,2.48,,0.43920145190562615,230.403,5885.0,0.0,1066.0,0.0,0.0,0.0,28.06127623040837,0.0,0.19849354,0.3640145277586002,0.009834835701740001
Kepler-1162 b,2.21,,0.5099818511796733,12.245,5390.0,0.0,490.0,0.0,0.0,0.0,23.057921240007,4.52735192643115e-183,0.17447165,0.3693498068974784,0.009834566770660892
Kepler-289 b,2.49,3.7,0.2631578947368421,27.371,5990.0,0.0,607.0,0.0,0.0,0.0,17.01778583954034,0.0,0.18090348,0.36790021823214514,0.00983411925126974
Kepler-541 b,3.36,,0.29401088929219604,1452.904,6166.0,0.0,1673.0,0.0,0.0,0.0,46.71645258164611,0.0,0.4706264,0.30329676051121174,0.009831056004833232
NGTS-10 b,13.506845,687.14846,0.2595281306715064,3716.1785,4600.0,0.0,1332.0,0.0,0.0,0.0,2678.766111564759,0.0,1.0664389,0.17066404562893703,0.009830272000982056
Kepler-1894 b,1.20117759,,1.0762250453720508,544.05,5772.0,0.0,1231.0,0.0,0.0,0.0,7.812919815275533,0.0,0.7156573,0.24869095846344313,0.009829256022606404
Kepler-774 b,3.17,,0.3194192377495463,451.177,6403.0,0.0,1422.0,0.0,0.0,0.0,42.62137584624826,0.0,0.35309833,0.3293081144948899,0.009827479523755341
Kepler-755 c,1.26,,1.0617059891107077,302.574,5043.0,0.0,1016.0,0.0,0.0,0.0,8.896199466231437,0.0,0.6235156,0.2687068724814153,0.009817159626959462
K2-126 b,1.97,,0.5916515426497277,35.3,4339.0,0.06,601.0,0.4004910209482798,0.029270198279043196,0.047363359512735945,18.94755991323829,0.0,0.3115773,0.3379997372080636,0.009813942815637106
Kepler-1651 b,1.84,,0.6460980036297641,5.65,3713.0,0.13,393.0,0.49466411663003773,0.17154090365465563,0.030640594112301103,16.859336442055245,6.970759256216112e-24,0.74185693,0.24218336987570993,0.009812572368813515
Kepler-187 c,2.67,,0.3992740471869329,324.134,6105.0,0.0,963.0,0.0,0.0,0.0,31.83416591062733,0.0,0.25354427,0.35084986426654835,0.009812330607628183
Kepler-55 d,1.59,,0.7822141560798548,195.005,4503.0,0.0,931.0,0.0,0.0,0.0,13.170602833581443,0.0,0.49562225,0.2969551691272399,0.009811859795946978
Kepler-341 b,1.18,,1.0689655172413792,422.097,6012.0,0.0,1085.0,0.0,0.0,0.0,7.356958854492012,0.0,0.7254286,0.24535968438595426,0.009800741290653215
TOI-1416 b,1.62,3.48,0.8166969147005445,883.0,4884.0,0.0,1517.0,0.0,0.0,0.0,14.544358400723745,0.0,0.5881125,0.2756708996798684,0.009794599238886594
Kepler-1821 b,2.59248115,,0.41379310344827586,40.61,5475.0,0.0,644.0,0.0,0.0,0.0,30.200816138404555,0.0,0.08774697,0.38665831137008166,0.009785445464597052
Kepler-589 b,2.27,,0.49183303085299457,32.142,5296.0,0.0,656.0,0.0,0.0,0.0,24.098159408961518,0.0,0.12746891,0.3776655532901903,0.00978168703558584
Kepler-1367 b,0.92,,0.9237749546279492,225.233,4106.0,0.0,998.0,0.0,0.0,0.0,3.0131328121510252,0.0,0.97718316,0.18820701192005732,0.009773043078346701
HD 21520 b,2.697,17.7,0.24500907441016337,25.7431,5871.0,0.0,637.0,0.0,0.0,0.0,20.133237575135606,0.0,0.16200398,0.369625935891434,0.009772967754919247
Kepler-331 b,1.82,,0.6569872958257714,35.984,4347.0,0.0,540.0,0.0,0.0,0.0,16.59051031687569,0.0,0.40090305,0.3163905481107264,0.009771309375387088
L 98-59 b,0.837,0.46,0.7803992740471869,24.5,3415.0,0.031,620.0,0.5042331770323146,0.05016447972076154,0.022679916653308572,1.916822241562379,0.0,1.2526053,0.12682695863921248,0.009770983631396122
TOI-1749 c,2.12,14.0,0.3507775929258929,36.1539,3985.0,0.019,673.0,0.42390296350711465,0.030394765464256953,0.03790671581983688,13.999999999999998,0.0,0.42991138,0.3098085528303629,0.009768201710316353
TOI-2018 b,2.268,9.2,0.7858439201451906,26.0758,4174.0,0.0,576.34,0.0,0.0,0.0,38.40201893897047,0.0,0.44212347,0.30675788092779566,0.009759996710630674
GJ 3929 b,1.09,1.75,1.32486388384755,17.3,3384.0,0.0,568.0,0.0,0.0,0.0,7.186862970568876,0.0,1.3281114,0.10950911503391395,0.009758321725095331
Kepler-1575 b,1.31,,1.0072595281306715,803.679,5667.0,0.0,1312.0,0.0,0.0,0.0,9.4851429509056,0.0,0.69349164,0.2505448586941332,0.009753344086889229
Kepler-1436 b,1.31,,1.0072595281306715,772.079,5972.0,0.0,1001.0,0.0,0.0,0.0,9.4851429509056,0.0,0.7237558,0.24366751714562065,0.009749845308686712
TOI-1776 b,1.21612741,1.4,0.7495462794918331,560.3349,5785.0,0.0,1269.21,0.0,0.0,0.0,5.6470845896759245,0.0,0.6091392,0.26913086357246085,0.009748733124411768
CoRoT-18 b,14.68,1102.82,0.3992740471869329,823.7009,5440.0,0.08,1550.0,0.14268221511632598,0.0006809005796985698,0.0767751242186105,5291.0011754254365,0.0,0.6397913,0.2622398454530543,0.009747025943705846
TOI-1742 b,2.36507598,9.7,0.7259528130671506,58.618,5815.0,0.3,694.09,0.2813594180043152,0.013098580770380397,0.08679275524922397,40.22835684434704,0.0,0.5656056,0.2787379164104339,0.009746722478935347
Kepler-55 e,1.55,,0.809437386569873,73.157,4503.0,0.0,728.0,0.0,0.0,0.0,12.626034267217095,0.0,0.46440393,0.30112826675863164,0.009743454514186803
WASP-132 c,1.841,6.26,0.9927404718693285,791.0,4686.0,0.0,1329.0,0.0,0.0,0.0,25.946913397636227,0.0,0.6222574,0.2659266206809742,0.009741713720486444
Kepler-337 b,1.54,,0.8166969147005445,1589.012,5684.0,0.0,1458.0,0.0,0.0,0.0,12.494293014196522,0.0,0.6732217,0.25432842676373374,0.00973540637423239
LHS 1903 b,1.382,3.28,1.2377495462794919,66.66,3664.0,0.015,796.0,0.4389324035020353,0.017947633648824613,0.02933162365763646,13.685022450747013,0.0,0.97693,0.1867301656241796,0.009735245290513447
Kepler-821 b,1.31,,1.0072595281306715,496.82,5191.0,0.0,1215.0,0.0,0.0,0.0,9.4851429509056,0.0,0.6274811,0.2644788507257528,0.009734682349939381
Ross 176 b,1.84,4.57,0.7313974591651543,36.2,4041.0,0.25,682.0,0.3188835257211914,0.022798325084292734,0.03940268205374382,19.08514771389962,0.0,0.7351147,0.24050387495876202,0.009734174154692686
HIP 41378 c,2.74,5.97,0.29038112522686027,54.0,6290.0,0.044,757.0,0.3410100802569127,0.01713927467741608,0.09948175455465755,25.021231528300493,0.0,0.16793606,0.3667271453697005,0.009734050530779354
Kepler-1370 c,1.27,,1.0471869328493648,503.722,6202.0,0.0,1075.0,0.0,0.0,0.0,8.985122168369157,0.0,0.740203,0.2393304063267294,0.009733162496692205
TOI-5789 b,1.26,,1.0562613430127044,360.2797,5185.0,0.0,1201.0,0.0,0.0,0.0,8.850577930507177,0.0,0.6262502,0.2646397809119082,0.00973189633001494
Kepler-945 b,2.63,,0.4065335753176044,31.702,5718.0,0.0,616.0,0.0,0.0,0.0,30.977921453731273,0.0,0.100226805,0.38167021564785486,0.00973094558128709
Kepler-556 b,2.24,,0.5009074410163339,81.641,5740.0,0.0,766.0,0.0,0.0,0.0,23.582516529555242,0.0,0.15108658,0.37030639858526715,0.00972984274044948
K2-32 c,3.134,8.1,0.2595281306715064,26.2,5271.0,0.049,634.0,0.3718618817514638,0.03589330035604979,0.07226051183414403,33.463396886097534,0.0,0.0615929,0.3900425364631625,0.009725377925972008
TOI-1759 b,3.14,10.8,0.3466424682395644,6.39,4065.0,0.0,443.0,0.0,0.0,0.0,44.953066415485175,3.2837668491724516e-34,0.43521318,0.30687170267408415,0.00972488795572134
Kepler-1274 b,1.42,,0.9056261343012705,975.81,6179.0,0.0,1384.0,0.0,0.0,0.0,10.861819693672095,0.0,0.7288216,0.2415145583546785,0.00972456231899644
Kepler-1718 b,2.5685207,,0.4192377495462795,3.7,5731.0,0.0,345.0,0.0,0.0,0.0,29.757620483118746,9.370852937444435e-06,0.2619864,0.3453377722711086,0.009722758720437114
HIP 113103 c,2.4,,0.4573502722323049,180.487,4930.0,0.17,585.0,0.23186983287719318,0.00389961498926814,0.06315114601697912,26.483249762837925,0.0,0.21358462,0.35603813707813026,0.009720991529308057
Kepler-743 b,1.21,,1.0816696914700545,397.252,5486.0,0.0,1101.0,0.0,0.0,0.0,8.026743428190604,0.0,0.658044,0.256645232476266,0.009709247289995712
Kepler-166 b,2.27,,0.49183303085299457,77.543,5413.0,0.0,772.0,0.0,0.0,0.0,24.098159408961518,0.0,0.13019927,0.3739676753197086,0.009705502685554637
Kepler-158 c,1.9,,0.6206896551724138,6.677,4623.0,0.0,418.0,0.0,0.0,0.0,17.83297987114956,9.724935565657311e-39,0.38945764,0.31609429734515343,0.009701208121917566
TOI-1235 b,1.69,6.69,1.3157894736842106,60.3,3997.0,0.049,775.0,0.38725882767407593,0.01745222946134545,0.03822728001282058,26.603276657335254,0.0,0.72726697,0.24077466935595992,0.009697792070149838
Kepler-920 b,2.42,,0.4537205081669692,153.138,5403.0,0.0,907.0,0.0,0.0,0.0,26.935380631512096,0.0,0.14274766,0.37081993425059656,0.009696749790078436
Kepler-713 b,2.48,,0.43920145190562615,228.283,5785.0,0.0,905.0,0.0,0.0,0.0,28.06127623040837,0.0,0.18536635,0.36127780971918216,0.009695341306143818
Kepler-1990 c,0.98,,0.958257713248639,442.08,5751.0,0.0,1170.0,0.0,0.0,0.0,3.777888708645207,0.0,0.7668295,0.231713305547285,0.00969146747821607
Kepler-1896 b,3.09935997,,0.3284936479128857,19.5,6122.0,0.0,536.0,0.0,0.0,0.0,40.96676249454488,0.0,0.16046092,0.3663620769256078,0.009684036385283297
TOI-6303 b,11.59,2493.0,1.6007259528130673,14.28,3977.0,0.02,541.0,0.411961855263169,0.07557509798169952,0.037693006357854865,10438.92803171245,1.0872965265370351e-262,1.0126016,0.17662960113275147,0.009681952461891368
Kepler-198 d,1.53,,0.823956442831216,1444.516,5636.0,0.0,1562.0,0.0,0.0,0.0,12.36138565063676,0.0,0.65750206,0.2556586183453873,0.009681950714393652
K2-199 b,1.73,6.9,1.3067150635208713,116.2,4491.0,0.02,913.0,0.38653267759468257,0.009594784342542179,0.051423839290480805,28.340520112494197,0.0,0.581586,0.272521447640946,0.00968114585665419
Kepler-1552 b,2.47,,0.44101633393829404,1.854,5202.0,0.0,268.0,0.0,0.0,0.0,27.837750867808452,0.9810664283135114,0.3653315,0.3206480454264136,0.009681099895704152
Kepler-1167 b,1.71,,0.7114337568058077,1039.697,4971.0,0.0,1419.0,0.0,0.0,0.0,14.900862549177393,0.0,0.54818666,0.27968114422291607,0.009674403401525436
Kepler-173 b,1.29,,1.0272232304900182,599.495,6031.0,0.0,1179.0,0.0,0.0,0.0,9.2368219572636,0.0,0.71262,0.24298032210345924,0.009671804940366034
HIP 41378 g,2.5,6.81,0.43375680580762255,22.3,6290.0,0.055,605.0,0.4210825796082026,0.046407575163787844,0.09948175455466014,28.389316553537533,0.0,0.1715292,0.36336233192113143,0.009670811244494645
Kepler-256 d,2.48,,0.43920145190562615,221.1,5551.0,0.0,1097.0,0.0,0.0,0.0,28.06127623040837,0.0,0.16566259,0.3646384010710658,0.009670082116972423
Kepler-611 b,1.65,,0.7459165154264974,1825.301,5761.0,0.0,1513.0,0.0,0.0,0.0,14.03558972895801,0.0,0.656683,0.25525242992546815,0.009667442951116476
Kepler-1363 b,1.25,,1.0725952813067152,191.919,4839.0,0.0,988.0,0.0,0.0,0.0,8.775149625073578,0.0,0.6216165,0.26302532696678393,0.009666670714587239
Kepler-283 c,1.82,,0.6569872958257714,0.949,4351.0,0.0,240.0,0.0,0.0,0.0,16.59051031687569,0.969816637480068,0.7794594,0.22775833941251233,0.009663261293601493
Kepler-49 b,2.579,9.77,0.5593667876588022,21.481,4095.6,0.0,509.0,0.0,0.0,0.0,40.191971737474994,0.0,0.38982016,0.31432125198541117,0.009659485713604254
Kepler-187 b,1.41,,0.9147005444646098,902.239,6105.0,0.0,1244.0,0.0,0.0,0.0,10.74050953174657,0.0,0.70895326,0.24328749667797167,0.009659259387673064
Kepler-587 b,2.23,,0.5027223230490019,70.965,5549.0,0.0,764.0,0.0,0.0,0.0,23.352391807810356,0.0,0.1360359,0.3707663367992536,0.009658602950046622
Kepler-487 d,2.77513568,,0.3793103448275862,550.8,5422.0,0.0,1226.0,0.0,0.0,0.0,33.95751961009076,0.0,0.24028166,0.3475383160435197,0.009657921710389811
Kepler-520 c,1.07,,1.0090744101633393,351.69,6112.0,0.0,1107.0,0.0,0.0,0.0,5.178012983804405,0.0,0.7596477,0.23178770366228027,0.009653897381706144
Kepler-1136 b,1.64,,0.7531760435571688,150.055,4512.0,0.0,922.0,0.0,0.0,0.0,13.916071494991721,0.0,0.45375603,0.29978796403754726,0.009651989484811913
GJ 740 b,1.53,,0.823956442831216,79.0,3913.0,0.24,829.0,0.28487361294913877,0.010020690732738084,0.03598333066196211,12.36138565063676,0.0,0.86834574,0.20745559131780447,0.009650424902784773
Kepler-1832 b,1.22719556,,1.0907441016333939,257.32,5242.0,0.0,1022.0,0.0,0.0,0.0,8.444089123460353,0.0,0.6141418,0.263988020739047,0.00964939283820018
Kepler-80 e,1.6,4.13,0.6805807622504537,94.781,4540.0,0.0035,629.0,0.33090163248166526,0.009827396944873145,0.05273280974514468,11.676917884849178,0.0,0.4066104,0.3099607360602989,0.00964410762495691
Kepler-363 d,2.05,,0.5626134301270418,203.761,5593.0,0.0,905.0,0.0,0.0,0.0,20.303003404778963,0.0,0.2260361,0.35011791392205893,0.009643356036514549
Kepler-113 b,1.82,11.7,1.9473684210526316,105.333,4725.0,0.0,775.0,0.0,0.0,0.0,49.17573914366744,0.0,0.7233068,0.23927157494112616,0.009639007326458567
Kepler-912 b,2.8,,0.3756805807622504,519.95,5998.0,0.0,1218.0,0.0,0.0,0.0,34.54470194759067,0.0,0.28106782,0.33752963459332314,0.00963495636769897
Kepler-96 b,2.67,8.46,0.4101633393829401,57.524,5690.0,0.0,711.0,0.0,0.0,0.0,32.70237043546262,0.0,0.09425019,0.37909601722032554,0.009634690992773427
Kepler-1987 c,1.33,,0.987295825771325,129.44,4769.0,0.0,860.0,0.0,0.0,0.0,9.729506959408015,0.0,0.54993856,0.27764839038307626,0.009633901421259547
Kepler-842 b,1.6,,0.7767695099818512,588.95,4848.0,0.0,1252.0,0.0,0.0,0.0,13.327255612574529,0.0,0.528556,0.2823120684543346,0.009631556535475498
Kepler-1355 b,1.46,,0.8747731397459166,944.873,5352.0,0.0,1448.0,0.0,0.0,0.0,11.403616824159371,0.0,0.6166303,0.26253526009974654,0.009627231098681317
Kepler-247 d,3.94,,0.23956442831215974,19.21,5100.0,0.0,530.0,0.0,0.0,0.0,61.37614499502956,0.0,0.1358313,0.36953859333436223,0.009627212386664079
Kepler-172 d,2.25,,0.4972776769509982,75.29,5526.0,0.0,736.0,0.0,0.0,0.0,23.726579181183713,0.0,0.1344456,0.36956317670851113,0.009620215480559198
Kepler-1320 b,1.7,,0.7168784029038113,672.113,4817.0,0.0,1389.0,0.0,0.0,0.0,14.753017929338723,0.0,0.5108482,0.2856884786978711,0.009617638873303136
Kepler-1610 c,2.09,,0.5480943738656987,8.34,5295.0,0.0,433.0,0.0,0.0,0.0,20.959591388792457,1.4529698393582837e-70,0.22812065,0.3483440423567237,0.009611061526997785
Kepler-1938 b,1.82828927,,0.6533575317604357,18.25,4522.0,0.0,527.0,0.0,0.0,0.0,16.72531256088653,0.0,0.36481714,0.31791297437578797,0.009610849133726097
Kepler-252 c,2.15,,0.5281306715063522,20.507,4208.0,0.0,499.0,0.0,0.0,0.0,21.985957250063045,0.0,0.3830549,0.31377973887614385,0.009609016584370548
TOI-1824 b,2.7438269,16.0,0.7695099818511797,14.6287,5165.0,0.0,528.67,0.0,0.0,0.0,66.58447742808423,8.84900486985993e-278,0.19623885,0.3552186209246167,0.009605616393340226
LP 791-18 b,1.212,,1.087114337568058,24.14,2960.0,0.0,564.3,0.0,0.0,0.0,8.107215034537255,0.0,1.4681448,0.0720081784566945,0.009602121551379007
Kepler-901 b,1.37,,0.9509981851179674,68.723,4184.0,0.0,704.0,0.0,0.0,0.0,10.243066656898016,0.0,0.66809845,0.25001573466374033,0.009600974256456285
Kepler-1095 b,1.21,,1.0816696914700545,356.54,5658.0,0.0,1108.0,0.0,0.0,0.0,8.026743428190604,0.0,0.6536289,0.2532075643064544,0.009600273140559078
Kepler-652 b,2.49,,0.4373865698729583,211.884,5490.0,0.0,974.0,0.0,0.0,0.0,28.284733705718782,0.0,0.15954934,0.3631092407043449,0.009598841574073072
Kepler-1528 b,1.46,,0.8747731397459166,1106.851,5857.0,0.0,1549.0,0.0,0.0,0.0,11.403616824159371,0.0,0.6692536,0.24961025726159788,0.009597315769342325
Kepler-1388 d,2.86,,0.36479128856624315,8.66,4098.0,0.0,363.0,0.0,0.0,0.0,35.74630587748713,8.708932139644464e-78,0.4106841,0.3070258230426591,0.009594103508461575
TOI-672 b,5.31,50.9,0.3375680580762251,39.8,3810.0,0.0,699.5,0.0,0.0,0.0,211.70617124702673,0.0,0.4812545,0.29110861588399833,0.009588890963298033
HD 23472 d,0.75,0.55,1.3611615245009074,117.0,4684.0,0.07,909.0,0.33540768296000295,0.008148894925594289,0.0565795800609027,2.4053709632181377,0.0,0.9872762,0.17847863008654427,0.009588583863228481
Kepler-267 c,2.13,,0.5353901996370236,17.583,4258.0,0.0,484.0,0.0,0.0,0.0,21.67194234972401,0.0,0.37552172,0.3146075508681974,0.009588092348867906
Kepler-1591 b,1.27,,1.0471869328493648,439.434,6082.0,0.0,892.0,0.0,0.0,0.0,8.985122168369157,0.0,0.6975862,0.24282728230509476,0.009585545689899812
Kepler-707 b,1.33,,0.987295825771325,336.673,5099.0,0.0,1160.0,0.0,0.0,0.0,9.729506959408015,0.0,0.5768217,0.269665523729017,0.009584597214026698
TOI-1751 b,2.9507845,19.5,0.7495462794918331,192.521,5970.0,0.327,651.64,0.2120276104083159,0.0034072905585015036,0.09093337607521099,80.6676755084564,0.0,0.72047603,0.2376279236246757,0.009582954174023254
Kepler-411 b,2.401,25.6,1.869328493647913,201.3,4974.0,0.146,1138.0,0.23837599958714936,0.0036339091896619084,0.0643265480579114,108.38039146399191,0.0,0.6070062,0.26287160100605245,0.009582718197754265
Kepler-1429 b,1.29,,1.0272232304900182,551.156,5902.0,0.0,1199.0,0.0,0.0,0.0,9.2368219572636,0.0,0.6804437,0.24643007071078857,0.009580310541307742
Kepler-393 b,1.29,,1.0272232304900182,429.813,6189.0,0.0,1052.0,0.0,0.0,0.0,9.2368219572636,0.0,0.7034831,0.24116357051462162,0.00957688449119726
HATS-15 b,12.385945,689.6911,0.3575317604355717,2201.3363,5311.0,0.126,1505.0,0.10988835441555383,0.00021030057575880065,0.07332905914408008,2845.71025000768,0.0,0.7379606,0.23321726463462822,0.009570149466610015
Kepler-299 b,1.32,,0.9981851179673321,622.067,5617.0,0.0,1258.0,0.0,0.0,0.0,9.61659870480432,0.0,0.6469501,0.25346367069238285,0.00956994250046999
Kepler-484 b,2.28,,0.49001814882032674,90.629,5668.0,0.0,766.0,0.0,0.0,0.0,24.327938855799818,0.0,0.14269963,0.3656300597211754,0.00956853857072869
Kepler-1842 b,2.35388681,,0.47005444646098005,108.07,5970.0,0.0,822.0,0.0,0.0,0.0,25.679910190407675,0.0,0.17580661,0.35824463303046,0.009568111822824086
HD 73583 c,2.39,9.7,0.7041742286751361,10.2,4511.0,0.08,498.0,0.4833009063017193,0.10491822574496376,0.05195811294544341,40.268220578021854,1.5461585065909935e-117,0.2903633,0.3327430991028873,0.00956795409203567
Kepler-197 b,1.02,,0.9782214156079855,431.256,6004.0,0.02,1142.0,0.3321740903453185,0.00241868585962754,0.09184164128865542,4.348367998494511,0.0,0.75668323,0.22895366656021474,0.009567763368014678
Kepler-1271 b,1.48,,0.8584392014519058,975.181,6143.0,0.0,1484.0,0.0,0.0,0.0,11.656906080285772,0.0,0.6870635,0.24431096867290766,0.009564388724480163
Kepler-466 c,1.25,,1.0725952813067152,410.4,5927.0,0.0,1206.0,0.0,0.0,0.0,8.775149625073578,0.0,0.6790276,0.2458425164201135,0.009558055577378884
Kepler-1248 b,1.18,,1.0689655172413792,271.25,6149.0,0.0,1035.0,0.0,0.0,0.0,7.356958854492012,0.0,0.7062103,0.23974245598203758,0.00955681260610639
HD 35843 b,2.29,,0.4845735027223231,96.8492,5666.0,0.0,872.3,0.0,0.0,0.0,24.37556656355874,0.0,0.14330365,0.3649238358131623,0.009554441907808731
Kepler-183 c,2.27,35.7,3.049001814882033,108.717,5888.0,0.0,857.0,0.0,0.0,0.0,149.39080371607142,0.0,0.9098625,0.1943088917669134,0.009554105711506165
Kepler-619 c,1.69,,0.7223230490018149,1652.907,5980.0,0.0,1767.0,0.0,0.0,0.0,14.60428153050956,0.0,0.65119594,0.2518382430320744,0.009553165925724057
55 Cnc B b,1.69,,0.7223230490018149,4.0271,3286.0,0.0,395.41,0.0,0.0,0.0,14.60428153050956,7.028032994803229e-08,1.111922,0.1492283154197665,0.009551362778035432
TOI-125 b,2.726,9.5,0.4664246823956443,185.0,5320.0,0.194,1037.0,0.2235254401277495,0.003696432614761887,0.07356948228881495,39.57743900718998,0.0,0.20015657,0.35213279032465505,0.009551035827953552
KOI-7913 b,2.34,,0.47368421052631576,8.27,4324.0,0.0,432.0,0.0,0.0,0.0,25.422900048979745,4.982600096906484e-69,0.37021294,0.3140705386358426,0.009545725394610172
Kepler-753 b,1.91,,0.617059891107078,41.674,4346.0,0.0,641.0,0.0,0.0,0.0,18.01009606102568,0.0,0.3738587,0.3130850352240679,0.00954143274476084
Kepler-1833 b,1.30027362,,1.0163339382940109,439.2,6164.0,0.0,1177.0,0.0,0.0,0.0,9.35899666288598,0.0,0.6928049,0.24201760711991138,0.009539350769535535
Kepler-132 b,1.21,,1.0816696914700545,284.8,6003.0,0.0,1082.0,0.0,0.0,0.0,8.026743428190604,0.0,0.6728997,0.24643232035577206,0.009538974302052024
TOI-1648 b,2.54,7.4,0.45190562613430135,27.4026,4850.0,0.178,799.0,0.32938797346108023,0.03040882487361839,0.06101405139711452,31.019693863763194,0.0,0.18318507,0.3553919773278496,0.009538267833682373
Kepler-1639 b,2.58,,0.4174228675136116,187.848,6150.0,0.0,1003.0,0.0,0.0,0.0,30.027831097818066,0.0,0.2209642,0.3469761634001066,0.009538073258329406
Kepler-374 d,1.31,,1.0072595281306715,548.099,5977.0,0.0,1272.0,0.0,0.0,0.0,9.4851429509056,0.0,0.677136,0.2454293621110329,0.009537491287187123
HIP 116454 b,2.469,9.7,0.6406533575317604,51.2858,5048.0,0.215,753.2,0.2971132304594725,0.015685954989727233,0.06630336058127934,40.39010532091427,0.0,0.26830596,0.33641008800047706,0.009537335138088025
Kepler-112 b,2.36,,0.4682395644283122,123.818,5544.0,0.0,809.0,0.0,0.0,0.0,25.78058247142872,0.0,0.1392365,0.3650400510734115,0.009534991639501752
Kepler-265 d,2.49,,0.4373865698729583,18.941,5835.0,0.0,554.0,0.0,0.0,0.0,28.284733705718782,0.0,0.13966301,0.3649381274355176,0.009534819062753197
Kepler-1726 b,2.50861954,,0.4319419237749546,24.0,5316.0,0.0,582.0,0.0,0.0,0.0,28.563956939305033,0.0,0.10571663,0.3724099306494757,0.009532769773439474
Kepler-1120 b,1.38,,0.9419237749546281,206.874,4904.0,0.0,1027.0,0.0,0.0,0.0,10.36911348150106,0.0,0.52478105,0.27899111024102063,0.009528971925906238
Kepler-1729 b,3.89404186,,0.24319419237749548,29.68,3837.0,0.0,595.0,0.0,0.0,0.0,60.151111400011175,0.0,0.4867466,0.287409204126362,0.009527821767833872
Kepler-1674 b,3.2057749,,0.3139745916515427,7.13,5473.91,0.0,417.0,0.0,0.0,0.0,43.32935121412675,1.8947794194973895e-46,0.1571655,0.3607528412188815,0.009527668974885595
Kepler-801 b,2.0,,0.5807622504537205,14.442,4435.0,0.0,419.0,0.0,0.0,0.0,19.46152980808196,1.167986902775637e-269,0.35526663,0.31656072817247677,0.009525110774547877
Kepler-1414 b,1.23,,1.0925589836660616,209.464,4951.0,0.0,1033.0,0.0,0.0,0.0,8.51625851203296,0.0,0.6259618,0.25628067764601653,0.00952423401041971
Kepler-1206 b,1.64,,0.7531760435571688,588.021,4877.0,0.0,1314.0,0.0,0.0,0.0,13.916071494991721,0.0,0.5064479,0.28283943046361315,0.009523257193149726
Kepler-150 b,1.25,,1.0725952813067152,367.262,5560.0,0.0,1131.0,0.0,0.0,0.0,8.775149625073578,0.0,0.63148946,0.2549868756322984,0.009522666228951595
Kepler-932 b,1.37,,0.9509981851179674,562.217,5331.0,0.0,1276.0,0.0,0.0,0.0,10.243066656898016,0.0,0.5965946,0.26266205316604385,0.009520426680659557
Kepler-248 c,4.07,,0.23049001814882034,22.459,5190.0,0.0,598.0,0.0,0.0,0.0,65.09145193886319,0.0,0.13022342,0.3663022276101138,0.009516656377209809
Kepler-1520 b,5.77,,0.14591651542649728,1134.386,4677.0,0.0,1437.0,0.0,0.0,0.0,117.41416627983882,0.0,0.634578,0.2540460583630272,0.009516417825927924
Kepler-1357 b,1.28,,1.0362976406533575,449.975,5597.0,0.0,1177.0,0.0,0.0,0.0,9.103387459923805,0.0,0.6323127,0.254353078411145,0.009511557928481358
Kepler-301 b,1.35,,0.9691470054446462,665.437,5815.0,0.0,1278.0,0.0,0.0,0.0,9.988023901731585,0.0,0.65311074,0.24953604534152707,0.00950691486006303
K2-291 b,1.589,6.49,1.6043557168784028,633.0,5520.0,0.0,1278.0,0.0,0.0,0.0,26.962550224022277,0.0,0.7599039,0.22564253427227618,0.009503803830369655
Kepler-236 b,1.57,,0.7967332123411978,15.632,3750.0,0.0,469.0,0.0,0.0,0.0,12.915180730626957,1.5e-323,0.7740896,0.22231987550507012,0.00949972216791087
Kepler-1460 b,1.96,,0.5952813067150635,5.469,4422.0,0.0,391.0,0.0,0.0,0.0,18.77496206720648,1.2102987348635238e-21,0.44918236,0.29458468759891865,0.009498617115848876
